arch,cpu_clock,isa,l1_size,l2_shared_by_cores,l2_size,l3_size,ld_shared_by_cores,mem_clock,mem_size,mem_type,no_of_threads,num-cpus,system_name,bus_speed_qpi,bus_speed_dmi,l1_ins_assoc,l1_data_assoc,l2_assoc,l3_assoc,raw_bus_speed,converted_bus_speed,ddr_type,runtime
Intel Xeon E5-2670 v3,2.3,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS B200 M4 (Intel Xeon E5-2670 v3 @ 2.30GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.442953
Intel Xeon E5-2650L v3,1.8,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS B200 M4 (Intel Xeon E5-2650L v3 @ 1.80GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,4.129686
Intel Xeon E5-2643 v3,3.4,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,12,12,Cisco UCS B200 M4 (Intel Xeon E5-2643 v3 @ 3.40GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,4.06567
Intel Xeon E5-2640 v3,2.6,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2640 v3 @ 2.60GHz),8,5,8,8,8,20,8 QPI,32,4,3.967467
Intel Xeon E5-2697 v3,2.6,X86_64,32,1,256,71680,1,2133,256,PC4-2133P,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2697 v3 @ 2.60GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,2.915204
Intel Xeon E5-2680 v3,2.5,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C240 M4 (Intel Xeon E5-2680 v3 @ 2.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.234239
Intel Xeon E5-2699 v3,2.3,X86_64,32,1,256,92160,1,2133,256,PC4-2133P,36,36,Cisco UCS B200 M4 (Intel Xeon E5-2699 v3 @ 2.30GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,2.569516
Intel Xeon E5-2670 v3,2.3,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C240 M4 (Intel Xeon E5-2670 v3 @ 2.30GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.492054
Intel Xeon E5-2680 v3,2.5,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS B200 M4 (Intel Xeon E5-2680 v3 @ 2.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.206897
Intel Xeon E5-2680 v3,2.5,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C220 M4 (Intel Xeon E5-2680 v3 @ 2.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.229332
Intel Xeon E5-2650 v3,2.3,X86_64,32,1,256,51200,1,2133,256,PC4-2133P,20,20,Cisco UCS C240 M4 (Intel Xeon E5-2650 v3 @ 3.00GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.838878
Intel Xeon E5-2667 v3,3.2,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2667 v3 @ 3.20GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.526356
Intel Xeon E5-2620 v3,2.4,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,12,12,Cisco UCS B200 M4 (Intel Xeon E5-2620 v3 @ 3.20GHz),8,5,8,8,8,20,8 QPI,32,4,5.348747
Intel Xeon E5-2623 v3,3,X86_64,32,1,256,20480,1,2133,256,PC4-2133P,8,8,Cisco UCS C220 M4 (Intel Xeon E5-2623 v3 @ 3.00GHz),8,5,8,8,8,20,8 QPI,32,4,5.942346
Intel Xeon E5-2630 v3,2.4,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2630 v3 @ 2.40GHz),8,5,8,8,8,20,8 QPI,32,4,4.195354
Intel Xeon E5-2630L v3,1.8,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2630L v3 @ 1.80GHz),8,5,8,8,8,20,8 QPI,32,4,4.947005
Intel Xeon E5-2637 v3,3.5,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,8,8,Cisco UCS B200 M4 (Intel Xeon E5-2637 v3 @ 3.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,5.30316
Intel Xeon E5-2670 v3,2.3,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C220 M4 (Intel Xeon E5-2670 v3 @ 2.30GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.471275
Intel Xeon E5-2667 v3,3.2,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2667 v3 @ 3.20GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,3.442762
Intel Xeon E5-2640 v3,2.6,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2640 v3 @ 2.60GHz),8,5,8,8,8,20,8 QPI,32,4,3.989862
Intel Xeon E5-2650L v3,1.8,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C220 M4 (Intel Xeon E5-2650L v3 @ 1.80GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,4.095289
Intel Xeon E5-2630L v3,1.8,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2630L v3 @ 1.80GHz),8,5,8,8,8,20,8 QPI,32,4,4.938599
Intel Xeon E5-2623 v3,3,X86_64,32,1,256,20480,1,2400,256,PC4-1866P,8,8,Cisco UCS B200 M4 (Intel Xeon E5-2623 v3 @ 3.50GHz),8,5,8,8,8,20,8 QPI,32,4,6.033326
Intel Xeon E5-2630 v3,2.4,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2630 v3 @ 3.20GHz),8,5,8,8,8,20,8 QPI,32,4,4.47178
Intel Xeon E5-2650L v3,1.8,X86_64,32,1,256,61440,1,2133,256,PC4-2133P,24,24,Cisco UCS C240 M4 (Intel Xeon E5-2650L v3 @ 2.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,4.161321
Intel Xeon E5-2609 v3,1.9,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,12,12,Cisco UCS B200 M4 (Intel Xeon E5-2609 v3 @ 1.90GHz),6.4,5,8,8,8,20,6.4 QPI,25.6,4,7.355659
Intel Xeon E5-2637 v3,3.5,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,8,8,Cisco UCS C240 M4 (Intel Xeon E5-2637 v3 @ 3.70GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,5.496386
Intel Xeon E5-2699 v3,2.3,X86_64,32,1,256,92160,1,2133,256,PC4-2133P,36,36,Cisco UCS C240 M4 (Intel Xeon E5-2699 v3 @ 3.60GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,2.597908
Intel Xeon E5-2620 v3,2.4,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,12,12,Cisco UCS C240 M4 (Intel Xeon E5-2620 v3 @ 3.20GHz),8,5,8,8,8,20,8 QPI,32,4,5.339748
Intel Xeon E5-2699 v3,2.3,X86_64,32,1,256,92160,1,2133,256,PC4-2133P,36,36,Cisco UCS C220 M4 (Intel Xeon E5-2699 v3 @ 2.30GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,2.582436
Intel Xeon E5-2609 v3,1.9,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,12,12,Cisco UCS C220 M4 (Intel Xeon E5-2609 v3 @ 1.90GHz),6.4,5,8,8,8,20,6.4 QPI,25.6,4,7.354434
Intel Xeon E5-2630 v3,2.4,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2630 v3 @ 2.40GHz),8,5,8,8,8,20,8 QPI,32,4,4.188757
Intel Xeon E5-2637 v3,3.5,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,8,8,Cisco UCS C220 M4 (Intel Xeon E5-2637 v3 @ 3.50GHz),9.6,5,8,8,8,20,9.6 QPI,38.4,4,5.397618
Intel Xeon E5-2620 v3,2.4,X86_64,32,1,256,30720,1,2133,256,PC4-2133P,12,12,Cisco UCS C220 M4 (Intel Xeon E5-2620 v3 @ 2.40GHz),8,5,8,8,8,20,8 QPI,32,4,5.37655
Intel Xeon E5-2630L v3,1.8,X86_64,32,1,256,40960,1,2133,256,PC4-2133P,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2630L v3 @ 2.90GHz),8,5,8,8,8,20,8 QPI,32,4,4.974484
Intel Xeon E5-2699 v4,2.2,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS C220 M4 (Intel Xeon E5-2699 v4- 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.065406
Intel Xeon E5-2698 v4,2.2,X86_64,32,1,256,102400,1,2400,256,PC4-2400T,40,40,Cisco UCS B200 M4 (Intel Xeon E5-2698 v4- 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.294979
Intel Xeon E5-2697 v4,2.3,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS B200 M4 (Intel Xeon E5-2697 v4- 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.410642
Intel Xeon E5-2650 v4,2.2,X86_64,32,1,256,61440,1,2400,256,PC4-2400T,24,24,Cisco UCS B200 M4 (Intel Xeon E5-2650 v4- 2.20 GHz),9.6,,8,8,8,0,9.6 QPI,38.4,4,3.56572
Intel Xeon E5-2690 v4,2.6,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS B200 M4 (Intel Xeon E5-2690 v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.675032
Intel Xeon E5-2660 v4,2,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS B200 M4 (Intel Xeon E5-2660 v4- 2.00 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.209559
Intel Xeon E5-2680 v4,2.4,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS B200 M4 (Intel Xeon E5-2680 v4- 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.82913
Intel Xeon E5-2609 v4,1.7,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2609 v4- 1.70 GHz),6.4,,8,8,8,20,6.4 QPI,25.6,4,6.339405
Intel Xeon E5-2650L v4,1.7,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS B200 M4 (Intel Xeon E5-2650L v4- 1.70 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.733446
Intel Xeon E5-2697 v4,2.3,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS C220 M4 (Intel Xeon E5-2697 v4- 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.437418
Intel Xeon E5-2620 v4,2.1,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2620 v4- 2.10 GHz),8,,8,8,8,20,8 QPI,32,4,4.65364
Intel Xeon E5-2698 v4,2.2,X86_64,32,1,256,102400,1,2400,256,PC4-2400T,40,40,Cisco UCS C220 M4 (Intel Xeon E5-2698 v4- 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.306181
Intel Xeon E5-2698 v4,2.2,X86_64,32,1,256,102400,1,2400,256,PC4-2400T,40,40,Cisco UCS C240 M4 (Intel Xeon E5-2698 v4- 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.324982
Intel Xeon E5-2660 v4,2,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C220 M4 (Intel Xeon E5-2660 v4- 2.00 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.223843
Intel Xeon E5-2699 v4,2.2,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS C240 M4 (Intel Xeon E5-2699 v4- 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.152074
Intel Xeon E5-2697A v4,2.6,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS C220 M4 (Intel Xeon E5-2697A v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.345865
Intel Xeon E5-2683 v4,2.1,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS C220 M4 (Intel Xeon E5-2683 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.651053
Intel Xeon E5-2697 v4,2.3,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS C240 M4 (Intel Xeon E5-2697 v4- 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.448043
Intel Xeon E5-2658 v4,2.3,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C220 M4 (Intel Xeon E5-2658 v4- 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.181708
Intel Xeon E5-2695 v4,2.1,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS C240 M4 (Intel Xeon E5-2695 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.608137
Intel Xeon E5-2697A v4,2.6,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS C240 M4 (Intel Xeon E5-2697A v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.353483
Intel Xeon E5-2667 v4,3.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2667 v4- 3.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.333438
Intel Xeon E5-2680 v4,2.4,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C220 M4 (Intel Xeon E5-2680 v4- 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.831804
Intel Xeon E5-2690 v4,2.6,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C220 M4 (Intel Xeon E5-2690 v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.664726
Intel Xeon E5-2695 v4,2.1,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS C220 M4 (Intel Xeon E5-2695 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.537098
Intel Xeon E5-2643 v4,3.4,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,12,12,Cisco UCS C220 M4 (Intel Xeon E5-2643 v4- 3.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,4.194038
Intel Xeon E5-2643 v4,3.4,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,12,12,Cisco UCS B200 M4 (Intel Xeon E5-2643 v4- 3.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,4.091603
Intel Xeon E5-2658 v4,2.3,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS B200 M4 (Intel Xeon E5-2658 v4- 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.130853
Intel Xeon E5-2697A v4,2.6,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS B200 M4 (Intel Xeon E5-2697A v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.299791
Intel Xeon E5-2650 v4,2.2,X86_64,32,1,256,61440,1,2400,256,PC4-2400T,24,24,Cisco UCS C220 M4 (Intel Xeon E5-2650 v4- 2.20 GHz),9.6,,8,8,8,0,9.6 QPI,38.4,4,3.554316
Intel Xeon E5-2640 v4,2.4,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS B200 M4 (Intel Xeon E5-2640 v4- 2.40 GHz),8,,8,8,8,20,8 QPI,32,4,3.73514
Intel Xeon E5-2637 v4,3.5,X86_64,32,1,256,30720,1,2400,256,PC4-2400T,8,8,Cisco UCS B200 M4 (Intel Xeon E5-2637 v4- 3.50 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,5.294572
Intel Xeon E5-2690 v4,2.6,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2690 v4- 2.60 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.918142
Intel Xeon E5-2683 v4,2.1,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS C240 M4 (Intel Xeon E5-2683 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.625442
Intel Xeon E5-2630 v4,2.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C240 M4 (Intel Xeon E5-2630 v4  2.20 GHz),8,,8,8,8,20,8 QPI,32,4,4.065154
Intel Xeon E5-2630 v4,2.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C220 M4 (Intel Xeon E5-2630 v4- 2.20 GHz),8,,8,8,8,20,8 QPI,32,4,4.016339
Intel Xeon E5-2630 v4,2.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS B200 M4 (Intel Xeon E5-2630 v4- 2.20 GHz),8,,8,8,8,20,8 QPI,32,4,3.961606
Intel Xeon E5-2667 v4,3.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,16,16,Cisco UCS B200 M4 (Intel Xeon E5-2667 v4- 3.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.433038
Intel Xeon E5-2630L v4,1.8,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C220 M4 (Intel Xeon E5-2630L v4- 1.80 GHz),8,,8,8,8,20,8 QPI,32,4,4.642954
Intel Xeon E5-2683 v4,2.1,X86_64,32,1,256,81920,1,2400,256,PC4-2400T,32,32,Cisco UCS B200 M4 (Intel Xeon E5-2683 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.647808
Intel Xeon E5-2695 v4,2.1,X86_64,32,1,256,92160,1,2400,256,PC4-2400T,36,36,Cisco UCS B200 M4 (Intel Xeon E5-2695 v4- 2.10 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.540535
Intel Xeon E5-2620 v4,2.1,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2620 v4- 2.10 GHz),8,,8,8,8,20,8 QPI,32,4,4.779965
Intel Xeon E5-2637 v4,3.5,X86_64,32,1,256,30720,1,2400,256,PC4-2400T,8,8,Cisco UCS C220 M4 (Intel Xeon E5-2637 v4- 3.50 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,5.413638
Intel Xeon E5-2650 v4,2.2,X86_64,32,1,256,61440,1,2400,256,PC4-2400T,24,24,Cisco UCS C240 M4 (Intel Xeon E5-2650 v4- 2.20 GHz),9.6,,8,8,8,0,9.6 QPI,38.4,4,3.736349
Intel Xeon E5-2660 v4,2,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2660 v4- 2.00 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.451501
Intel Xeon E5-2680 v4,2.4,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2680 v4 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.916487
Intel Xeon E5-2643 v4,3.4,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,12,12,Cisco UCS C240 M4 (Intel Xeon E5-2643 v4  3.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,4.195477
Intel Xeon E5-2658 v4,2.3,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2658 v4 2.30 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.189245
Intel Xeon E5-2609 v4,1.7,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2609 v4  1.70 GHz),6.4,,8,8,8,20,6.4 QPI,25.6,4,5.97124
Intel Xeon E5-2650L v4,1.7,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C240 M4 (Intel Xeon E5-2650L v4 1.70 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.906137
Intel Xeon E5-2609 v4,1.7,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS C220 M4 (Intel Xeon E5-2609 v4  1.70 GHz),6.4,,8,8,8,20,6.4 QPI,25.6,4,5.970396
Intel Xeon E5-2640 v4,2.4,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C220 M4 (Intel Xeon E5-2640 v4  2.40 GHz),8,,8,8,8,20,8 QPI,32,4,3.841844
Intel Xeon E5-2640 v4,2.4,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C240 M4 (Intel Xeon E5-2640 v4  2.40 GHz),8,,8,8,8,20,8 QPI,32,4,3.840363
Intel Xeon E5-2620 v4,2.1,X86_64,32,1,256,40960,1,2400,256,PC4-2400T,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2620 v4  2.10 GHz),8,,8,8,8,20,8 QPI,32,4,4.721836
Intel Xeon E5-2650L v4,1.7,X86_64,32,1,256,71680,1,2400,256,PC4-2400T,28,28,Cisco UCS C220 M4 (Intel Xeon E5-2650L v4 1.70 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.774744
Intel Xeon E5-2623 v4,2.6,X86_64,32,1,256,20480,1,2400,256,PC4-2400T,8,8,Cisco UCS C240 M4 (Intel Xeon E5-2623 v4  2.60 GHz),8,,8,8,8,0,8 QPI,32,4,6.78723
Intel Xeon E5-2630L v4,1.8,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS C240 M4 (Intel Xeon E5-2630L v4  1.80 GHz),8,,8,8,8,20,8 QPI,32,4,4.650471
Intel Xeon E5-2623 v4,2.6,X86_64,32,1,256,20480,1,2400,256,PC4-2400T,8,8,Cisco UCS C220 M4 (Intel Xeon E5-2623 v4  2.60 GHz),8,,8,8,8,0,8 QPI,32,4,6.78957
Intel Xeon E5-2699A v4,2.4,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS C220 M4 (Intel Xeon E5-2699A v4- 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.060196
Intel Xeon E5-2630L v4,1.8,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,20,20,Cisco UCS B200 M4 (Intel Xeon E5-2630L v4  1.80 GHz),8,,8,8,8,20,8 QPI,32,4,4.72086
Intel Xeon E5-2623 v4,2.6,X86_64,32,1,256,20480,1,2400,256,PC4-2400T,8,8,Cisco UCS B200 M4 (Intel Xeon E5-2623 v4  2.60 GHz),8,,8,8,8,0,8 QPI,32,4,6.757357
Intel Xeon E5-2699 v4,2.2,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS B200 M4 (Intel Xeon E5-2699 v4 2.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.101268
Intel Xeon E5-2667 v4,3.2,X86_64,32,1,256,51200,1,2400,256,PC4-2400T,16,16,Cisco UCS C240 M4 (Intel Xeon E5-2667 v4 3.20 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,3.48532
Intel Xeon E5-2637 v4,3.5,X86_64,32,1,256,30720,1,2400,256,PC4-2400T,8,8,Cisco UCS C240 M4 (Intel Xeon E5-2637 v4 3.50 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,5.425577
Intel Xeon E5-2699A v4,2.4,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS C240 M4 (Intel Xeon E5-2699A v4- 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.092071
Intel Xeon E5-2699A v4,2.4,X86_64,32,1,256,112640,1,2400,256,PC4-2400T,44,44,Cisco UCS B200 M4 (Intel Xeon E5-2699A v4 2.40 GHz),9.6,,8,8,8,20,9.6 QPI,38.4,4,2.106702
Intel Xeon Platinum 8180,2.5,X86_64,32,1,1,77824,1,2666,384,PC4-2666V,56,56,Cisco UCS C240 M5 (Intel Xeon Platinum 8180- 2.50GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,1.871163
Intel Xeon Platinum 8180,2.5,X86_64,32,1,1,155648,1,2666,768,PC4-2666V,112,112,Cisco UCS C480 M5 (Intel Xeon Platinum 8180- 2.50GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.12837
Intel Xeon Platinum 8170,2.1,X86_64,32,1,1,71680,1,2666,384,PC4-2666V,52,52,Cisco UCS C240 M5 (Intel Xeon Platinum 8170- 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.038279
Intel Xeon Gold 6130,2.1,X86_64,32,1,1,45056,1,2666,384,PC4-2666V,32,32,Cisco UCS C240 M5 (Intel Xeon Gold 6130- 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.792701
Intel Xeon Platinum 8176,2.1,X86_64,32,1,1,77824,1,2666,384,PC4-2666V,56,56,Cisco UCS C240 M5 (Intel Xeon Platinum 8176- 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.033561
Intel Xeon Gold 6140M,2.3,X86_64,32,1,1,49152,1,2666,384,PC4-2666V,36,36,Cisco UCS C240 M5 (Intel Xeon Gold 6140M- 2.30GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.664299
Intel Xeon Platinum 8170,2.1,X86_64,32,1,1,143360,1,2666,768,PC4-2666V,104,104,Cisco UCS C480 M5 (Intel Xeon Platinum 8170- 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.280908
Intel Xeon Platinum 8160,2.1,X86_64,32,1,1,135168,1,2666,768,PC4-2666V,96,96,Cisco UCS C480 M5 (Intel Xeon Platinum 8160 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.350623
Intel Xeon Gold 6152,2.1,X86_64,32,1,1,122880,1,2666,768,PC4-2666V,88,88,Cisco UCS C480 M5 (Intel Xeon Gold 6152 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.158424
Intel Xeon Gold 6130,2.1,X86_64,32,1,1,90112,1,2666,768,PC4-2666V,64,64,Cisco UCS C480 M5 (Intel Xeon Gold 6130 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.49621
Intel Xeon Gold 6144,3.5,X86_64,32,1,1,98304,1,2666,768,PC4-2666V,32,32,Cisco UCS C480 M5 (Intel Xeon Gold 6144 3.50GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.436574
Intel Xeon Platinum 8176,2.1,X86_64,32,1,1,155648,1,2666,768,PC4-2666V,112,112,Cisco UCS C480 M5 (Intel Xeon Platinum 8176 2.10GHz),10.4,,8,8,16,0,10.4 QPI,41.6,4,2.98783
